"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","WT_vs_xthA1_p_value","WT_vs_xthA2_p_value","WT_vs_xthB1_p_value","xthA1_vs_xthA2_p_value","xthA1_vs_xthB1_p_value","xthA2_vs_xthB1_p_value","WT_vs_xthA1_p_value_minus_log10","WT_vs_xthA2_p_value_minus_log10","WT_vs_xthB1_p_value_minus_log10","xthA1_vs_xthA2_p_value_minus_log10","xthA1_vs_xthB1_p_value_minus_log10","xthA2_vs_xthB1_p_value_minus_log10","xthA2_vs_xthB1_fold_change","xthA1_vs_xthB1_fold_change","WT_vs_xthB1_fold_change","xthA1_vs_xthA2_fold_change","WT_vs_xthA2_fold_change","WT_vs_xthA1_fold_change","xthA2_vs_xthB1_fold_change_log2","xthA1_vs_xthB1_fold_change_log2","WT_vs_xthB1_fold_change_log2","xthA1_vs_xthA2_fold_change_log2","WT_vs_xthA2_fold_change_log2","WT_vs_xthA1_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","WT","WT.pval","xthA1","xthA1.pval","xthA2","xthA2.pval","xthB1","xthB1.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
82,"82_175.12_0.6","NA_[82_175.12_0.6]",175.118984286645,0.56262577,0.0429912389403452,0.197781850341604,0.0655260387436369,0.793144577839275,0.000383669043645729,0.00166568720486893,1.36662003901414,0.703813564397801,1.18358608572583,0.100647640381392,3.41604324045818,2.77840655032035,1.56911944775126,1.75572837573151,1.25982508489126,1.1189258907266,0.802886667867603,0.717551246710566,0.649955180297796,0.812069666458545,0.333223442711442,0.162114486160749,-0.316731737586354,-0.478846223747103,"2-Iminiumyl-1,3-diazepane-4-carboxylate",NA,NA,0.256,0.256,-158.101,91.064,0.995,"InChI=1S/C6H11N3O2/c7-6-8-3-1-2-4(9-6)5(10)11/h4H,1-3H2,(H,10,11)(H3,7,8,9)","IKIABDZHSNNOSK","C6H11N3O2","[M + H3N + H]+","C1CC(NC(=NC1)N)C(=O)O","Amino acids and Peptides","Aminoacids","Small peptides",174.111675688,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1","ODKSFYDXXFIFQN-BYPYZUCNSA-N","ODKSFYDXXFIFQN","N=C(N)NCCC[C@H](N)C(=O)O","C6H14N4O2","(2S)-2-amino-5-(diaminomethylideneazaniumyl)pentanoate","http://www.wikidata.org/entity/Q173670","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Sinorhizobium meliloti","['Bacteria']","['Unknown']","['Proteobacteria']","['Alphaproteobacteria']","['Rhizobiales']","['Rhizobiaceae']","['Unknown']","['Sinorhizobium']","['Sinorhizobium meliloti']",NA,43952,"http://www.wikidata.org/entity/Q2696072",7,3.84531122288902,0.063872255489022,3.13025557785921,0.093812375249501,-1.03361366193576,0.536926147704591,5.76875740123888,0.0139720558882236,4.92783002606552,0.031936127744511,0.67505293040293,0.786427145708583
97,"97_300.83_0.6","NA_[97_300.83_0.6]",300.825953209012,0.60276407,0.00310225782079554,1.8839794917902e-05,0.00164958505065693,0.021422780190962,0.980628467326025,0.0415213449146152,2.50832211190735,4.72492382906481,2.78262528783082,1.66912416827344,0.00849550347903533,1.38172858773339,1.28912571690759,0.973129825556562,0.734807050845369,0.754875814510122,0.570004182841108,0.755096628987926,0.366392963711274,-0.0392958066412129,-0.444562624982951,-0.405688770352487,-0.810955588694225,-0.405266818341738,"1-Dichlorophosphoryl-1-dichlorophosphoryloxyethane",NA,NA,-Inf,-Inf,-46.423,13.623,0.022,"InChI=1S/C2H4Cl4O3P2/c1-2(10(3,4)7)9-11(5,6)8/h2H,1H3","UIPXYPCLZAFTJC","C2H4Cl4O3P2","[M + Na]+","CC(OP(=O)(Cl)Cl)P(=O)(Cl)Cl","Fatty acids","Halogenated fatty acids","Fatty Acids and Conjugates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23297995640143,0.0239520958083832,-0.556061122137877,0.491017964071856,8.20373732981901,0.00199600798403194,3.80095136817619,0.0518962075848303,8.15395906228317,0.00199600798403194,1.07404358419358,0.0678642714570858
99,"99_426.7_0.6","NA_[99_426.7_0.6]",426.698921950155,0.60386264,0.0402185917318658,0.000128628813219511,0.0163182262316522,0.01947069620564,0.953746751043346,0.0478952151129315,1.39557314044707,3.89066173731682,1.78732705021889,1.71061851931397,0.0205669284670499,1.31970787184324,1.33057261855443,0.958966188413558,0.76947068833703,0.720716911682284,0.57830040811527,0.802396056955861,0.412047250359671,-0.0604481458254187,-0.378061724274406,-0.47249539618509,-0.790108974634077,-0.317613578448987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80749842309626,0.0279441117764471,-2.15765926001052,0.786427145708583,4.77933971475947,0.0119760479041916,3.40474067345202,0.0658682634730539,4.99274335444699,0.0339321357285429,0.70819898989899,0.708582834331337
100,"100_298.83_0.6","NA_[100_298.83_0.6]",298.829046521536,0.60523,0.0046695073371501,4.92351462110241e-05,0.00320387192606764,0.0506029806757242,0.995954702854077,0.0739153514442349,2.3307289378587,4.30772476804111,2.49432485304779,1.2958239010872,0.00176041333119354,1.13126535382257,1.24017205351525,0.984591723781414,0.756606538945188,0.793915425678723,0.610081913070529,0.768446982307927,0.310540284752586,-0.0224024821779707,-0.402384850005453,-0.332942766930557,-0.71292513475804,-0.379982367827482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37349833760163,0.0159680638722555,-1.82332465395985,0.69061876247505,5.36320215373385,0.00598802395209581,3.22682711496754,0.093812375249501,5.61964843107444,0.0179640718562874,1.06453376623377,0.0838323353293413
102,"102_176.1_0.6","NA_[102_176.1_0.6]",176.102961561484,0.60665315,0.00206763060365234,0.0155775255426769,0.982788512229214,0.651829457339898,0.00113885210352005,0.0082595429537301,2.68452704832725,1.80750152795415,0.00753992861098396,0.185866016882394,2.94353267170281,2.08304398393443,0.626240068324899,0.564200219537401,0.948560265596837,0.900932802090666,1.51469111220254,1.6812476010282,-0.675212276407115,-0.825720867592983,-0.0761886585034661,-0.150508591185868,0.599023617903649,0.749532209089517,"TYZIHRRZGCOGJD",NA,NA,0.109,0.109,-116.648,90.273,1,"InChI=1S/C6H10N2O3/c7-6(8,5(10)11)3-1-2-4-9/h1-2,4H,3,7-8H2,(H,10,11)","TYZIHRRZGCOGJD","C6H10N2O3","[M + H3N + H]+","NC(N)(CC=CC=O)C(=O)O","Amino acids and Peptides","Aminoacids","Small peptides",175.095691276,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1","RHGKLRLOHDJJDR-BYPYZUCNSA-N","RHGKLRLOHDJJDR","NC(=O)NCCC[C@H](N)C(=O)O","C6H13N3O3","alpha-Amino-gamma-ureidovaleric acid","http://www.wikidata.org/entity/Q408641","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Paraburkholderia","['Bacteria']","['Unknown']","['Proteobacteria']","['Betaproteobacteria']","['Burkholderiales']","['Burkholderiaceae']","['Unknown']","['Burkholderia']","['Unknown']",NA,5902778,"http://www.wikidata.org/entity/Q26270559",2,5.33282039445456,0.0179640718562874,5.05273464464779,0.0219560878243513,-3.56061790775236,0.99001996007984,6.36899637354092,0.00399201596806387,6.51990375141175,0.00798403193612774,0.697164674214674,0.696606786427146
103,"103_159.08_0.6","NA_[103_159.08_0.6]",159.076553132034,0.60622615,0.00186715230324952,0.0142770233804165,0.987338430214204,0.64500495269287,0.00109394534856166,0.00807307546205882,2.72882025528977,1.84536232926931,0.00553395859504991,0.190436950606708,2.96100437399067,2.09296098798449,0.6194003752037,0.556655613622194,0.952343373860273,0.898700801463235,1.53752469644062,1.71083044984189,-0.691055837957522,-0.845143044124993,-0.0704462540771861,-0.154087206167471,0.620609583880336,0.774696790047807,"3-Acetyltetramic acid",NA,NA,0.124,0.124,-86.296,132.585,1,"InChI=1S/C6H7NO3/c1-3(8)5-4(9)2-7-6(5)10/h9H,2H2,1H3,(H,7,10)","PHWJWQHPYLBZPF","C6H7NO3","[M + H3N + H]+","CC(=O)C1=C(CNC1=O)O","Amino acids and Peptides","Primary amides","Nicotinic acid alkaloids",158.06914218,"InChI=1S/C6H10N2O3/c1-3-7-2-4(9)5(8-3)6(10)11/h4-5,9H,2H2,1H3,(H,7,8)(H,10,11)/t4-,5-/m0/s1","KIIBBJKLKFTNQO-WHFBIAKZSA-N","KIIBBJKLKFTNQO","CC1=NC[C@H](O)[C@@H](C(=O)O)N1","C6H10N2O3","CID 137208350","http://www.wikidata.org/entity/Q27121627","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Streptomyces albidoflavus","['Bacteria']","['Unknown']","['Actinobacteria']","['Unknown']","['Streptomycetales']","['Streptomycetaceae']","['Unknown']","['Streptomyces']","['Streptomyces albidoflavus']",NA,772836,"http://www.wikidata.org/entity/Q22286833",1,5.48436349757603,0.0119760479041916,3.88041194663863,0.0459081836327345,-3.1418314061644,0.952095808383233,7.28532160080428,0.00199600798403194,6.44526168122408,0.00598802395209581,0.820790548340548,0.277445109780439
109,"109_302.8_0.6","NA_[109_302.8_0.6]",302.800103156122,0.61873025,0.0433759002684545,0.000273684305943989,0.00288853506737552,0.0442758353807402,0.43379358378101,0.47996764271088,1.36275149830909,3.56275010590498,2.53932235567139,1.35383323594651,0.362716875902069,0.318788039844799,1.1536714706475,0.876444369617297,0.706106012103793,0.759700132937664,0.612051203543665,0.805648409164996,0.206232448292949,-0.190265572897739,-0.502043294316278,-0.396498021190688,-0.708275742609227,-0.311777721418539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84087336916144,0.00598802395209581,-1.80929407248111,0.714570858283433,2.45180407794201,0.129740518962076,3.13804670777754,0.063872255489022,4.60751141112575,0.029940119760479,0.804251875901876,0.48502994011976
137,"137_137.05_0.7","hypoxanthine_[137_137.05_0.7]",137.045863895971,0.69401234,0.0146957496034549,0.00342160243658196,0.163955695816814,0.83291562702472,0.513745755354508,0.162672850557932,1.83280825645485,2.46577045348256,0.785273491352992,0.0793989896777821,0.28925175330805,0.788684923011176,0.82523886205267,0.882841092865629,1.26791079479522,1.06980067646073,1.53641673108009,1.43617102221611,-0.277116332835873,-0.179774311788066,0.342453246712555,0.0973420210478065,0.619569579548428,0.522227558500621,"Sarkin","hypoxanthine","CHEBI:17368",0.854,0.854,-19.245,37.633,0.127,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","FDGQSTZJBFJUBT","C5H4N4O","[M + H]+","C1=NC2=C(N1)C(=O)N=CN2","Alkaloids","Purine alkaloids","Pseudoalkaloids (transamidation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19590345957319,0.0119760479041916,2.18799862421071,0.157684630738523,-0.160590459626307,0.447105788423154,0.791063984633816,0.337325349301397,4.84701578581622,0.0479041916167665,0.72899570984571,0.710578842315369
143,"143_143.15_0.7","NA_[143_143.15_0.7]",143.154117964293,0.703361,0.013958833254337,0.00114082913873781,7.45559169956778e-09,0.479928504112615,7.84729281555485e-10,3.20118598295949e-10,1.8551508805939,2.94277939472273,8.12751788384614,0.318823455503715,9.10528014173166,9.49468909342017,0.532466861362758,0.550054190052745,0.599677846509967,1.03302990282809,1.12622566778183,1.09021594118293,-0.909236354403911,-0.862354338306078,-0.737740417599013,0.0468820160978327,0.171495936804898,0.124613920707066,"4-(Pyrrolidin-1-yl)butan-1-amine",NA,NA,0.098,0.098,-70.818,15.918,0.918,"InChI=1S/C8H18N2/c9-5-1-2-6-10-7-3-4-8-10/h1-9H2","LSDYCEIPEBJKPT","C8H18N2","[M + H]+","C1CCN(C1)CCCCN","Alkaloids","Acetate-derived alkaloids","Pseudoalkaloids (transamidation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71215984505016,0.029940119760479,-0.139424533924517,0.427145708582834,2.32533758403323,0.121756487025948,5.6354152578389,0.0259481037924152,5.5658196005249,0.0179640718562874,0.673959090909091,0.668662674650699
144,"144_126.13_0.7","NA_[144_126.13_0.7]",126.127908767972,0.70580137,0.00229484190880536,0.000334236427547485,1.5845769141265e-10,0.634250735122348,8.85091999691667e-12,5.19917442431961e-12,2.63924722755519,3.47594621925195,9.80008667564691,0.197739020741006,11.0530115848029,11.2840656124089,0.51906040139309,0.529787274387058,0.576697939113167,1.02066594362656,1.11104206286086,1.08854622788058,-0.946025664743648,-0.916514904632409,-0.794112228095809,0.0295107601112389,0.151913436647839,0.1224026765366,"1-Deuterio-1-prop-2-ynylcyclopentane",NA,NA,0.295,0.089,-41.952,33.748,0.996,"InChI=1S/C8H12/c1-2-5-8-6-3-4-7-8/h1,8H,3-7H2","VBTCAHMANZTRMG","C8H12","[M + H3N + H]+","C#CCC1CCCC1","Fatty acids","Hydrocarbons","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30372994654945,0.0379241516966068,1.22552326225205,0.249500998003992,3.01942069484698,0.0558882235528942,6.39661489619825,0.0119760479041916,6.69825562040517,0.00998003992015968,0.744800144300145,0.622754491017964
