formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C68H131NO2	[M + H3N + H]+	C68H135N2O2+	Fatty acids	0.976	Fatty amides	0.627	N-acyl amines	0.140	Lipids and lipid-like molecules	0.851							Lipids and lipid-like molecules	0.851	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1012.050	27	0.450	839079740622999952	839079602856885986	839079602852691681	7	
1	C52H95N3O4	[M + K]+	C52H95KN3O4+	Terpenoids	0.397	Meroterpenoids	0.598	Prenyl quinone meroterpenoids	0.804	Organic oxygen compounds	1.000	Organooxygen compounds	0.998	Carbonyl compounds	0.744	Ketones	0.555	Benzoquinones	0.520	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Quinone and hydroquinone lipids; Carbonyl compounds; Benzoquinones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	864.697	28	0.464	839079746797015964	839079602064162506	839079602043190985	1	
1	C50H99NO9	[M + Na]+	C50H99NNaO9+	Terpenoids	0.876	Meroterpenoids	0.981	Prenyl quinone meroterpenoids	0.961	Lipids and lipid-like molecules	0.965	Prenol lipids	0.988	Quinone and hydroquinone lipids	0.897	Prenylquinones	0.952	Ubiquinones	0.869	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Quinone and hydroquinone lipids; Ubiquinones; Secondary carboxylic acid amides; Polyterpenoids; Carbonyl compounds; Benzoquinones; P-benzoquinones; Quinones; Prenylquinones; Cyclic ketones; Vinylogous esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	880.719	28	0.465	839079756183869416	839079602361958094	839079602353569485	2	
1	C50H99NO10	[M + Na]+	C50H99NNaO10+	Terpenoids	0.616	Meroterpenoids	0.519	Open-chain polyketides	0.574	Lipids and lipid-like molecules	0.922	Fatty Acyls	0.534	Fatty amides	0.538			Fatty amides	0.538	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	896.713	28	0.467	839079746503414625	839079602504564434	839079602500370129	3	
1	C68H129NO2	[M + H3N + H]+	C68H133N2O2+	Fatty acids	0.998	Spingolipids	0.840	Ceramides	0.299	Lipids and lipid-like molecules	0.922	Fatty Acyls	0.812	Fatty amides	0.706	N-acyl amines	0.636	N-acyl amines	0.636	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1010.035	28	0.468	839079740744634772	839079602701696730	839079602701696729	5	
1	C56H99N5O7	[M - H2O + H]+	C56H98N5O6+	Fatty acids	0.740	Oligopeptides	0.729	Lipopeptides	0.350	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.946	Amino acids, peptides, and analogues	0.607	Amino acids and derivatives	0.582	Amino acids and derivatives	0.582	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	936.750	28	0.468	839079749468787854	839079602622004950	839079602617810645	4	
1	C47H79NO4	[M + Na]+	C47H79NNaO4+	Terpenoids	0.934	Meroterpenoids	0.996	Prenyl quinone meroterpenoids	0.998	Lipids and lipid-like molecules	0.968	Prenol lipids	0.993	Quinone and hydroquinone lipids	0.985	Prenylquinones	0.975	Polyprenylbenzoquinones	0.643	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Polyprenylbenzoquinones; Quinone and hydroquinone lipids; Ubiquinones; Carbonyl compounds; Benzoquinones; Benzenoids; P-benzoquinones; Quinones; Prenylquinones; Cyclic ketones; Vinylogous esters; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	744.593	28	0.468	839079749477176480	839079603016269546	839079603012075241	9	
1	C49H76O5	[M - H2O + H]+	C49H75O4+	Terpenoids	0.999	Meroterpenoids	0.999	Prenyl quinone meroterpenoids	0.999	Lipids and lipid-like molecules	0.997	Prenol lipids	0.999	Quinone and hydroquinone lipids	0.995	Prenylquinones	0.995	Polyprenylbenzoquinones	0.988	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Polyprenylbenzoquinones; Fatty alcohols; Quinone and hydroquinone lipids; Ubiquinones; Polyterpenoids; Carbonyl compounds; Benzoquinones; P-benzoquinones; Quinones; Prenylquinones; Cyclic ketones; Vinylogous esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	727.566	28	0.468	839079750676747532	839079602932383462	839079602928189157	8	
1	C68H127NO2	[M + H3N + H]+	C68H131N2O2+	Fatty acids	0.998	Spingolipids	0.885	Ceramides	0.457	Lipids and lipid-like molecules	0.921	Fatty Acyls	0.772	Fatty amides	0.657	N-acyl amines	0.674	N-acyl amines	0.674	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1008.020	28	0.468	839079742204252614	839079602781388510	839079602777194205	6	
1	C39H76FN5O7	[M - H2O + H]+	C39H75FN5O6+	Polyketides	0.664	Oligopeptides	0.338	Ansa macrolides	0.236	Organic acids and derivatives	0.914	Carboxylic acids and derivatives	0.899	Amino acids, peptides, and analogues	0.532	Amino acids and derivatives	0.529	Amino acids and derivatives	0.529	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	728.572	28	0.468	839079746805404600	839079603091767022	839079603087572717	10	
